,clean_text,category
7945,socialism proportions dont matter the scale does not matter what modi did congress doing you cant say one good other wrong limited point,1.0
7946,this the inhuman bikash come from chowkidhar modi chowkidhar raksha kornewala hoti hai modi gundha nehi indian muslim should not give single vote modi,-1.0
7947,how have 60k crores spent for modi image building travels years known from rti bringing people above poverty level will lead more circulation goods and services good for economy higher productivity people who are self dependent,1.0
7948,"this anyway meant the same becoz himself said agar aagr itne rupiye aaye lakh milega
now ppl asking utne rupiye kaha aaye lakh milega",0.0
7949,yes before rahul gandhi defeated modi gujrat their home ground now will defeate loksabha 2019,0.0
7950,may planning bring back black money modi promised,-1.0
7951,this another scam and benefit anil ambani who has been bankrupted modi through the rafals offset ,0.0
7952,need worried critisize the ubi scheme promise pappu people know his family knows nothing about poverty poor trust modi who has delivered also dont diss the idea ubi pmksy also same and wait for bjp manifesto they may announce even more,1.0
7953,modi can waive loans 3lakh crore for his crony friends rahul gandhi can assure 72k per fly ,1.0
7954,only coprate all modi for country,0.0
7955,enjoy the full video who indias great comedian dialogue master modi pappu rahul gandhi big competition going ,1.0
7956,but indians are happy with modis 6000 and hope people will give you befitting reply for your fake promises ,1.0
7957,good question,1.0
7958,pls dont deflect how successful was modi’ war black money stashed abroad via ,1.0
7959,life long modi for ,-1.0
7960,ace spinner ravichandrannbspashwinnbspmakes special request modi ahead 2019 lok sabha elections read here ,1.0
7961,absolutely correct times now must show the video modi speech promising lacs,1.0
7962,sab dekho tax payers money modi using,0.0
7963,making modi again ,0.0
7964,votes for modi change but regretting like million others,0.0
7965,they want fool citizens this country with the help their eco system who afraid modi getting another term but this not 1971’ india these people are trying turn india another venezuela will not let them ,-1.0
7966,please add some trading tweet and also tweet modi arun jaitely bjp rahul congress,0.0
7967,yogi fails then could the successor modi any way has always been rss dream install peshwa delhis throne some section the has problem with his wife who wannabe michel obama,-1.0
7968,remember poor people those who has run away vijay malya nirav modi mehul chokshi type ppl were given money congress lead upa govt corruption top time obviously congress leaders must have earned money for such generosity thieves,1.0
7969,modi launches attack opposition for betraying ram manohar lohias principles ,0.0
7970,sir she was pointing out grammatical mistake either shri modi modi not shri modi ,0.0
7971,modi can waive 3lakhs for his 15crony friends why cant rahul make happen,0.0
7972,the man who retired narendra modi ,0.0
7973,but appreciate the clarification brother peace you have every right vote modi and campaign for him but when you are his messenger ’ inevitable that disgruntled citizens also tell you how upset they are with him,1.0
7974,continue natendra modi project cant believe congress,0.0
7975,then why bjp keeps calling itself party with difference why modi comes hydka and gives lecture about how inc fucked for decades but his party havent done shit for 10yrs nda,-1.0
7976,see both 500 per month modi and 12000 rahul problem bhakts select one problem and other blessing based their deity logic doesnt work anyway with either the bhakts modi bhakt please carry and defend him ,-1.0
7977,"india unemployment rate highest years report
the jobless rate stands shame modi govt job promised crore years crores
job provided data available sources ",1.0
7978,fact modi hidden 4lakh fisical budget showing off budget expense ,-1.0
7979,when will you hire good foreign coach for u23 senior team think busy lok sabha elections and busy calling modi hitler chalta hai right,1.0
7980,you believe will implement has 10k month been delivered every poor rajasthan chatisgarh has now reduced from 10k per month post election will say modi gave all the money anil cannot give you anything ,-1.0
7981,killed people destroyed families sank people despair desperation modi continues defend ,-1.0
7982,cong has plundered india for years they will bring all their money from their swiss accounts back india what modi promised objective achieved ,0.0
7983,suggest you take some time learn what her constituents know about tulsi she’ not all what she seems ,0.0
